"@timestamp",message
"Sep 23, 2022 @ 15:00:17.999","Sep 23 15:00:17 mail saslauthd[18739]: auth_zimbra: mail auth failed: authentication failed for [mail]"
"Sep 23, 2022 @ 15:00:03.902","Sep 23 15:00:03 mail saslauthd[18736]: auth_zimbra: mail@uhtasi.org auth failed: authentication failed for [mail@uhtasi.org]"
"Sep 23, 2022 @ 14:48:53.205","Sep 23 14:48:45 mail saslauthd[18737]: auth_zimbra: mail auth failed: authentication failed for [mail]"
"Sep 23, 2022 @ 14:48:22.314","Sep 23 14:48:20 mail saslauthd[18736]: auth_zimbra: mail@uhtasi.org auth failed: authentication failed for [mail@uhtasi.org]"
"Sep 23, 2022 @ 14:44:49.145","Sep 23 14:44:48 mail saslauthd[18738]: auth_zimbra: peacesat auth failed: authentication failed for [peacesat]"
"Sep 23, 2022 @ 14:44:40.098","Sep 23 14:44:39 mail saslauthd[18736]: auth_zimbra: peacesat@uhtasi.org auth failed: authentication failed for [peacesat@uhtasi.org]"
"Sep 23, 2022 @ 14:44:39.093","Sep 23 14:44:38 mail saslauthd[18740]: auth_zimbra: mail auth failed: authentication failed for [mail]"
"Sep 23, 2022 @ 14:44:27.764","Sep 23 14:44:27 mail saslauthd[18736]: auth_zimbra: mail@uhtasi.org auth failed: authentication failed for [mail@uhtasi.org]"
"Sep 23, 2022 @ 14:43:53.676","Sep 23 14:43:52 mail saslauthd[18739]: auth_zimbra: mail auth failed: authentication failed for [mail]"
"Sep 23, 2022 @ 14:43:19.226","Sep 23 14:43:18 mail saslauthd[18737]: auth_zimbra: mail@uhtasi.org auth failed: authentication failed for [mail@uhtasi.org]"
"Sep 23, 2022 @ 14:40:15.998","Sep 23 14:40:15 mail saslauthd[18737]: auth_zimbra: mail auth failed: authentication failed for [mail]"
"Sep 23, 2022 @ 14:40:01.983","Sep 23 14:40:01 mail saslauthd[18736]: auth_zimbra: mail@uhtasi.org auth failed: authentication failed for [mail@uhtasi.org]"
"Sep 23, 2022 @ 14:37:29.920","Sep 23 14:37:28 mail saslauthd[18738]: auth_zimbra: account auth failed: authentication failed for [account]"
"Sep 23, 2022 @ 14:37:16.911","Sep 23 14:37:15 mail saslauthd[18737]: auth_zimbra: account@uhtasi.org auth failed: authentication failed for [account@uhtasi.org]"
"Sep 23, 2022 @ 14:25:39.841","Sep 23 14:25:36 mail saslauthd[18736]: auth_zimbra: account auth failed: authentication failed for [account]"
"Sep 23, 2022 @ 14:25:22.523","Sep 23 14:25:22 mail saslauthd[18737]: auth_zimbra: account@uhtasi.org auth failed: authentication failed for [account@uhtasi.org]"
"Sep 23, 2022 @ 14:21:47.460","Sep 23 14:21:46 mail saslauthd[18739]: auth_zimbra: account auth failed: authentication failed for [account]"
"Sep 23, 2022 @ 14:21:24.449","Sep 23 14:21:24 mail saslauthd[18740]: auth_zimbra: account@uhtasi.org auth failed: authentication failed for [account@uhtasi.org]"
"Sep 23, 2022 @ 14:20:42.915","Sep 23 14:20:39 mail saslauthd[18737]: auth_zimbra: account auth failed: authentication failed for [account]"
"Sep 23, 2022 @ 14:20:32.900","Sep 23 14:20:25 mail saslauthd[18736]: auth_zimbra: account@uhtasi.org auth failed: authentication failed for [account@uhtasi.org]"
"Sep 23, 2022 @ 14:19:07.560","Sep 23 14:17:27 mail saslauthd[18740]: auth_zimbra: account auth failed: authentication failed for [account]"
"Sep 23, 2022 @ 14:19:07.557","Sep 23 14:17:12 mail saslauthd[18737]: auth_zimbra: account@uhtasi.org auth failed: authentication failed for [account@uhtasi.org]"
"Sep 23, 2022 @ 14:18:39.191","Sep 23 14:14:23 mail saslauthd[18739]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 14:18:39.190","Sep 23 14:14:09 mail saslauthd[18740]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 14:18:39.181","Sep 23 14:13:40 mail saslauthd[18738]: auth_zimbra: pacificdesk auth failed: authentication failed for [pacificdesk]"
"Sep 23, 2022 @ 14:18:39.180","Sep 23 14:13:17 mail saslauthd[18736]: auth_zimbra: pacificdesk@uhtasi.org auth failed: authentication failed for [pacificdesk@uhtasi.org]"
"Sep 23, 2022 @ 14:16:57.555","Sep 23 14:02:46 mail saslauthd[18736]: auth_zimbra: jordan auth failed: authentication failed for [jordan]"
"Sep 23, 2022 @ 14:16:57.554","Sep 23 14:02:21 mail saslauthd[18740]: auth_zimbra: jordan@uhtasi.org auth failed: authentication failed for [jordan@uhtasi.org]"
"Sep 23, 2022 @ 14:16:57.518","Sep 23 13:58:33 mail saslauthd[18736]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 14:16:57.517","Sep 23 13:58:05 mail saslauthd[18739]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 14:16:57.509","Sep 23 13:57:33 mail saslauthd[18736]: auth_zimbra: thomasp auth failed: authentication failed for [thomasp]"
"Sep 23, 2022 @ 14:16:57.505","Sep 23 13:57:23 mail saslauthd[18739]: auth_zimbra: thomasp@uhtasi.org auth failed: authentication failed for [thomasp@uhtasi.org]"
"Sep 23, 2022 @ 14:15:40.371","Sep 23 13:54:21 mail saslauthd[18737]: auth_zimbra: stephanie auth failed: authentication failed for [stephanie]"
"Sep 23, 2022 @ 14:15:40.345","Sep 23 13:53:59 mail saslauthd[18736]: auth_zimbra: stephanie@uhtasi.org auth failed: authentication failed for [stephanie@uhtasi.org]"
"Sep 23, 2022 @ 13:51:45.983","Sep 23 13:51:45 mail saslauthd[18740]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 13:51:27.969","Sep 23 13:51:27 mail saslauthd[18736]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 13:39:39.217","Sep 23 13:39:39 mail saslauthd[18738]: auth_zimbra: jordan auth failed: authentication failed for [jordan]"
"Sep 23, 2022 @ 13:39:29.209","Sep 23 13:39:28 mail saslauthd[18739]: auth_zimbra: jordan@uhtasi.org auth failed: authentication failed for [jordan@uhtasi.org]"
"Sep 23, 2022 @ 13:35:36.310","Sep 23 13:35:36 mail saslauthd[18739]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 13:35:14.250","Sep 23 13:35:13 mail saslauthd[18737]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 13:34:46.242","Sep 23 13:34:42 mail saslauthd[18739]: auth_zimbra: thomasp auth failed: authentication failed for [thomasp]"
"Sep 23, 2022 @ 13:34:35.236","Sep 23 13:34:32 mail saslauthd[18740]: auth_zimbra: thomasp@uhtasi.org auth failed: authentication failed for [thomasp@uhtasi.org]"
"Sep 23, 2022 @ 13:31:25.853","Sep 23 13:31:25 mail saslauthd[18738]: auth_zimbra: stephanie auth failed: authentication failed for [stephanie]"
"Sep 23, 2022 @ 13:31:17.849","Sep 23 13:31:10 mail saslauthd[18740]: auth_zimbra: stephanie@uhtasi.org auth failed: authentication failed for [stephanie@uhtasi.org]"
"Sep 23, 2022 @ 13:28:35.668","Sep 23 13:28:32 mail saslauthd[18737]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 13:28:20.660","Sep 23 13:28:20 mail saslauthd[18739]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 13:19:51.076","Sep 23 13:19:49 mail saslauthd[18737]: auth_zimbra: info auth failed: authentication failed for [info]"
"Sep 23, 2022 @ 13:19:37.069","Sep 23 13:19:36 mail saslauthd[18738]: auth_zimbra: info@uhtasi.org auth failed: authentication failed for [info@uhtasi.org]"
"Sep 23, 2022 @ 13:16:53.791","Sep 23 13:16:52 mail saslauthd[18736]: auth_zimbra: jordan auth failed: authentication failed for [jordan]"
"Sep 23, 2022 @ 13:16:37.720","Sep 23 13:16:36 mail saslauthd[18737]: auth_zimbra: jordan@uhtasi.org auth failed: authentication failed for [jordan@uhtasi.org]"
"Sep 23, 2022 @ 13:12:41.580","Sep 23 13:12:37 mail saslauthd[18737]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 13:12:18.198","Sep 23 13:12:17 mail saslauthd[18736]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 13:11:51.080","Sep 23 13:11:43 mail saslauthd[18739]: auth_zimbra: thomasp auth failed: authentication failed for [thomasp]"
"Sep 23, 2022 @ 13:11:29.073","Sep 23 13:11:28 mail saslauthd[18738]: auth_zimbra: thomasp@uhtasi.org auth failed: authentication failed for [thomasp@uhtasi.org]"
"Sep 23, 2022 @ 13:08:39.944","Sep 23 13:08:39 mail saslauthd[18740]: auth_zimbra: stephanie auth failed: authentication failed for [stephanie]"
"Sep 23, 2022 @ 13:08:27.924","Sep 23 13:08:27 mail saslauthd[18736]: auth_zimbra: stephanie@uhtasi.org auth failed: authentication failed for [stephanie@uhtasi.org]"
"Sep 23, 2022 @ 13:05:50.421","Sep 23 13:05:48 mail saslauthd[18740]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 13:05:30.402","Sep 23 13:05:29 mail saslauthd[18737]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 12:56:12.388","Sep 23 12:56:08 mail saslauthd[18736]: auth_zimbra: pacificdesk auth failed: authentication failed for [pacificdesk]"
"Sep 23, 2022 @ 12:56:04.384","Sep 23 12:56:01 mail saslauthd[18740]: auth_zimbra: pacificdesk@uhtasi.org auth failed: authentication failed for [pacificdesk@uhtasi.org]"
"Sep 23, 2022 @ 12:54:10.217","Sep 23 12:54:09 mail saslauthd[18737]: auth_zimbra: jordan auth failed: authentication failed for [jordan]"
"Sep 23, 2022 @ 12:53:39.948","Sep 23 12:53:38 mail saslauthd[18739]: auth_zimbra: jordan@uhtasi.org auth failed: authentication failed for [jordan@uhtasi.org]"
"Sep 23, 2022 @ 12:49:34.518","Sep 23 12:49:34 mail saslauthd[18740]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 12:49:25.512","Sep 23 12:49:25 mail saslauthd[18739]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 12:49:01.502","Sep 23 12:49:00 mail saslauthd[18738]: auth_zimbra: thomasp auth failed: authentication failed for [thomasp]"
"Sep 23, 2022 @ 12:48:46.495","Sep 23 12:48:45 mail saslauthd[18737]: auth_zimbra: thomasp@uhtasi.org auth failed: authentication failed for [thomasp@uhtasi.org]"
"Sep 23, 2022 @ 12:45:38.388","Sep 23 12:45:37 mail saslauthd[18739]: auth_zimbra: stephanie auth failed: authentication failed for [stephanie]"
"Sep 23, 2022 @ 12:45:13.283","Sep 23 12:45:11 mail saslauthd[18740]: auth_zimbra: stephanie@uhtasi.org auth failed: authentication failed for [stephanie@uhtasi.org]"
"Sep 23, 2022 @ 12:42:43.296","Sep 23 12:42:42 mail saslauthd[18738]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 12:42:27.287","Sep 23 12:42:24 mail saslauthd[18740]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 12:31:01.261","Sep 23 12:31:00 mail saslauthd[18740]: auth_zimbra: jordan auth failed: authentication failed for [jordan]"
"Sep 23, 2022 @ 12:30:40.254","Sep 23 12:30:36 mail saslauthd[18736]: auth_zimbra: jordan@uhtasi.org auth failed: authentication failed for [jordan@uhtasi.org]"
"Sep 23, 2022 @ 12:26:42.737","Sep 23 12:26:41 mail saslauthd[18740]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 12:26:20.096","Sep 23 12:26:18 mail saslauthd[18736]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 12:25:48.085","Sep 23 12:25:45 mail saslauthd[18737]: auth_zimbra: thomasp auth failed: authentication failed for [thomasp]"
"Sep 23, 2022 @ 12:25:36.072","Sep 23 12:25:35 mail saslauthd[18739]: auth_zimbra: thomasp@uhtasi.org auth failed: authentication failed for [thomasp@uhtasi.org]"
"Sep 23, 2022 @ 12:22:44.426","Sep 23 12:22:40 mail saslauthd[18737]: auth_zimbra: stephanie auth failed: authentication failed for [stephanie]"
"Sep 23, 2022 @ 12:22:29.139","Sep 23 12:22:24 mail saslauthd[18736]: auth_zimbra: stephanie@uhtasi.org auth failed: authentication failed for [stephanie@uhtasi.org]"
"Sep 23, 2022 @ 12:19:58.607","Sep 23 12:19:56 mail saslauthd[18740]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 12:19:45.600","Sep 23 12:19:38 mail saslauthd[18736]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 12:08:34.039","Sep 23 12:08:33 mail saslauthd[18740]: auth_zimbra: jordan auth failed: authentication failed for [jordan]"
"Sep 23, 2022 @ 12:08:18.016","Sep 23 12:08:17 mail saslauthd[18738]: auth_zimbra: jordan@uhtasi.org auth failed: authentication failed for [jordan@uhtasi.org]"
"Sep 23, 2022 @ 12:03:42.551","Sep 23 12:03:42 mail saslauthd[18736]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 12:03:22.370","Sep 23 12:03:19 mail saslauthd[18740]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 12:03:01.331","Sep 23 12:02:54 mail saslauthd[18740]: auth_zimbra: thomasp auth failed: authentication failed for [thomasp]"
"Sep 23, 2022 @ 12:02:39.323","Sep 23 12:02:37 mail saslauthd[18739]: auth_zimbra: thomasp@uhtasi.org auth failed: authentication failed for [thomasp@uhtasi.org]"
"Sep 23, 2022 @ 11:59:53.148","Sep 23 11:59:50 mail saslauthd[18737]: auth_zimbra: stephanie auth failed: authentication failed for [stephanie]"
"Sep 23, 2022 @ 11:59:26.132","Sep 23 11:59:20 mail saslauthd[18739]: auth_zimbra: stephanie@uhtasi.org auth failed: authentication failed for [stephanie@uhtasi.org]"
"Sep 23, 2022 @ 11:56:54.973","Sep 23 11:56:54 mail saslauthd[18740]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 11:56:35.953","Sep 23 11:56:35 mail saslauthd[18740]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 11:45:13.845","Sep 23 11:45:13 mail saslauthd[18737]: auth_zimbra: jordan auth failed: authentication failed for [jordan]"
"Sep 23, 2022 @ 11:44:56.286","Sep 23 11:44:55 mail saslauthd[18740]: auth_zimbra: jordan@uhtasi.org auth failed: authentication failed for [jordan@uhtasi.org]"
"Sep 23, 2022 @ 11:40:42.574","Sep 23 11:40:39 mail saslauthd[18739]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 11:40:29.544","Sep 23 11:40:29 mail saslauthd[18740]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 11:40:06.527","Sep 23 11:40:05 mail saslauthd[18737]: auth_zimbra: thomasp auth failed: authentication failed for [thomasp]"
"Sep 23, 2022 @ 11:39:41.507","Sep 23 11:39:38 mail saslauthd[18739]: auth_zimbra: thomasp@uhtasi.org auth failed: authentication failed for [thomasp@uhtasi.org]"
"Sep 23, 2022 @ 11:36:48.372","Sep 23 11:36:46 mail saslauthd[18740]: auth_zimbra: stephanie auth failed: authentication failed for [stephanie]"
"Sep 23, 2022 @ 11:36:25.367","Sep 23 11:36:24 mail saslauthd[18737]: auth_zimbra: stephanie@uhtasi.org auth failed: authentication failed for [stephanie@uhtasi.org]"
"Sep 23, 2022 @ 11:34:09.097","Sep 23 11:34:01 mail saslauthd[18738]: auth_zimbra: service auth failed: authentication failed for [service]"
"Sep 23, 2022 @ 11:33:46.078","Sep 23 11:33:45 mail saslauthd[18740]: auth_zimbra: service@uhtasi.org auth failed: authentication failed for [service@uhtasi.org]"
"Sep 23, 2022 @ 11:29:11.706","Sep 23 11:29:11 mail saslauthd[18737]: auth_zimbra: peacesat auth failed: authentication failed for [peacesat]"
"Sep 23, 2022 @ 11:29:05.701","Sep 23 11:29:05 mail saslauthd[18739]: auth_zimbra: peacesat@uhtasi.org auth failed: authentication failed for [peacesat@uhtasi.org]"
"Sep 23, 2022 @ 11:22:10.078","Sep 23 11:22:09 mail saslauthd[18739]: auth_zimbra: service auth failed: authentication failed for [service]"
"Sep 23, 2022 @ 11:21:59.024","Sep 23 11:21:51 mail saslauthd[18737]: auth_zimbra: service@uhtasi.org auth failed: authentication failed for [service@uhtasi.org]"
"Sep 23, 2022 @ 11:17:40.714","Sep 23 11:17:38 mail saslauthd[18736]: auth_zimbra: service auth failed: authentication failed for [service]"
"Sep 23, 2022 @ 11:17:24.707","Sep 23 11:17:24 mail saslauthd[18740]: auth_zimbra: service@uhtasi.org auth failed: authentication failed for [service@uhtasi.org]"
"Sep 23, 2022 @ 11:16:55.566","Sep 23 11:16:53 mail saslauthd[18738]: auth_zimbra: service auth failed: authentication failed for [service]"
"Sep 23, 2022 @ 11:16:43.560","Sep 23 11:16:40 mail saslauthd[18739]: auth_zimbra: service@uhtasi.org auth failed: authentication failed for [service@uhtasi.org]"
"Sep 23, 2022 @ 11:13:30.337","Sep 23 11:13:29 mail saslauthd[18738]: auth_zimbra: service auth failed: authentication failed for [service]"
"Sep 23, 2022 @ 11:13:13.941","Sep 23 11:13:10 mail saslauthd[18736]: auth_zimbra: service@uhtasi.org auth failed: authentication failed for [service@uhtasi.org]"
"Sep 23, 2022 @ 11:10:58.548","Sep 23 11:10:58 mail saslauthd[18738]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 11:10:27.237","Sep 23 11:10:25 mail saslauthd[18736]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 11:09:16.882","Sep 23 11:09:13 mail saslauthd[18737]: auth_zimbra: info auth failed: authentication failed for [info]"
"Sep 23, 2022 @ 11:09:04.877","Sep 23 11:09:04 mail saslauthd[18738]: auth_zimbra: info@uhtasi.org auth failed: authentication failed for [info@uhtasi.org]"
"Sep 23, 2022 @ 10:59:09.102","Sep 23 10:59:05 mail saslauthd[18739]: auth_zimbra: jordan auth failed: authentication failed for [jordan]"
"Sep 23, 2022 @ 10:58:50.068","Sep 23 10:58:48 mail saslauthd[18737]: auth_zimbra: jordan@uhtasi.org auth failed: authentication failed for [jordan@uhtasi.org]"
"Sep 23, 2022 @ 10:54:29.360","Sep 23 10:54:26 mail saslauthd[18739]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 10:54:17.353","Sep 23 10:54:17 mail saslauthd[18740]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 10:53:59.348","Sep 23 10:53:51 mail saslauthd[18736]: auth_zimbra: thomasp auth failed: authentication failed for [thomasp]"
"Sep 23, 2022 @ 10:53:28.162","Sep 23 10:53:27 mail saslauthd[18737]: auth_zimbra: thomasp@uhtasi.org auth failed: authentication failed for [thomasp@uhtasi.org]"
"Sep 23, 2022 @ 10:50:33.083","Sep 23 10:50:30 mail saslauthd[18736]: auth_zimbra: stephanie auth failed: authentication failed for [stephanie]"
"Sep 23, 2022 @ 10:50:12.008","Sep 23 10:50:09 mail saslauthd[18737]: auth_zimbra: stephanie@uhtasi.org auth failed: authentication failed for [stephanie@uhtasi.org]"
"Sep 23, 2022 @ 10:47:40.679","Sep 23 10:47:38 mail saslauthd[18737]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 10:47:25.659","Sep 23 10:47:24 mail saslauthd[18736]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 10:36:19.365","Sep 23 10:36:18 mail saslauthd[18738]: auth_zimbra: jordan auth failed: authentication failed for [jordan]"
"Sep 23, 2022 @ 10:36:06.357","Sep 23 10:36:04 mail saslauthd[18740]: auth_zimbra: jordan@uhtasi.org auth failed: authentication failed for [jordan@uhtasi.org]"
"Sep 23, 2022 @ 10:31:48.760","Sep 23 10:31:48 mail saslauthd[18736]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 10:31:31.751","Sep 23 10:31:25 mail saslauthd[18740]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 10:30:52.701","Sep 23 10:30:51 mail saslauthd[18739]: auth_zimbra: thomasp auth failed: authentication failed for [thomasp]"
"Sep 23, 2022 @ 10:30:33.696","Sep 23 10:30:32 mail saslauthd[18738]: auth_zimbra: thomasp@uhtasi.org auth failed: authentication failed for [thomasp@uhtasi.org]"
"Sep 23, 2022 @ 10:27:47.676","Sep 23 10:27:46 mail saslauthd[18740]: auth_zimbra: stephanie auth failed: authentication failed for [stephanie]"
"Sep 23, 2022 @ 10:27:33.466","Sep 23 10:27:33 mail saslauthd[18737]: auth_zimbra: stephanie@uhtasi.org auth failed: authentication failed for [stephanie@uhtasi.org]"
"Sep 23, 2022 @ 10:24:43.498","Sep 23 10:24:43 mail saslauthd[18740]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 10:24:33.489","Sep 23 10:24:32 mail saslauthd[18739]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 10:17:56.317","Sep 23 10:17:54 mail saslauthd[18736]: auth_zimbra: pacificdesk auth failed: authentication failed for [pacificdesk]"
"Sep 23, 2022 @ 10:17:43.295","Sep 23 10:17:39 mail saslauthd[18740]: auth_zimbra: pacificdesk@uhtasi.org auth failed: authentication failed for [pacificdesk@uhtasi.org]"
"Sep 23, 2022 @ 10:15:31.947","Sep 23 10:15:31 mail saslauthd[18739]: auth_zimbra: info auth failed: authentication failed for [info]"
"Sep 23, 2022 @ 10:15:04.896","Sep 23 10:15:01 mail saslauthd[18736]: auth_zimbra: info@uhtasi.org auth failed: authentication failed for [info@uhtasi.org]"
"Sep 23, 2022 @ 10:13:07.718","Sep 23 10:13:07 mail saslauthd[18737]: auth_zimbra: jordan auth failed: authentication failed for [jordan]"
"Sep 23, 2022 @ 10:12:58.712","Sep 23 10:12:57 mail saslauthd[18739]: auth_zimbra: jordan@uhtasi.org auth failed: authentication failed for [jordan@uhtasi.org]"
"Sep 23, 2022 @ 10:08:39.502","Sep 23 10:08:35 mail saslauthd[18738]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 10:08:26.496","Sep 23 10:08:25 mail saslauthd[18737]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 10:07:59.478","Sep 23 10:07:59 mail saslauthd[18740]: auth_zimbra: thomasp auth failed: authentication failed for [thomasp]"
"Sep 23, 2022 @ 10:07:51.466","Sep 23 10:07:48 mail saslauthd[18737]: auth_zimbra: thomasp@uhtasi.org auth failed: authentication failed for [thomasp@uhtasi.org]"
"Sep 23, 2022 @ 10:05:02.218","Sep 23 10:05:01 mail saslauthd[18740]: auth_zimbra: stephanie auth failed: authentication failed for [stephanie]"
"Sep 23, 2022 @ 10:04:47.197","Sep 23 10:04:46 mail saslauthd[18736]: auth_zimbra: stephanie@uhtasi.org auth failed: authentication failed for [stephanie@uhtasi.org]"
"Sep 23, 2022 @ 10:01:55.108","Sep 23 10:01:53 mail saslauthd[18740]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 10:01:44.096","Sep 23 10:01:41 mail saslauthd[18736]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 09:50:00.359","Sep 23 09:49:57 mail saslauthd[18739]: auth_zimbra: jordan auth failed: authentication failed for [jordan]"
"Sep 23, 2022 @ 09:49:48.355","Sep 23 09:49:47 mail saslauthd[18740]: auth_zimbra: jordan@uhtasi.org auth failed: authentication failed for [jordan@uhtasi.org]"
"Sep 23, 2022 @ 09:45:44.759","Sep 23 09:45:43 mail saslauthd[18737]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 09:45:32.677","Sep 23 09:45:30 mail saslauthd[18736]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 09:45:26.671","Sep 23 09:45:24 mail saslauthd[18739]: auth_zimbra: thomasp auth failed: authentication failed for [thomasp]"
"Sep 23, 2022 @ 09:44:50.585","Sep 23 09:44:49 mail saslauthd[18738]: auth_zimbra: thomasp@uhtasi.org auth failed: authentication failed for [thomasp@uhtasi.org]"
"Sep 23, 2022 @ 09:41:51.862","Sep 23 09:41:49 mail saslauthd[18739]: auth_zimbra: stephanie auth failed: authentication failed for [stephanie]"
"Sep 23, 2022 @ 09:41:25.845","Sep 23 09:41:25 mail saslauthd[18738]: auth_zimbra: stephanie@uhtasi.org auth failed: authentication failed for [stephanie@uhtasi.org]"
"Sep 23, 2022 @ 09:39:40.753","Sep 23 09:39:36 mail saslauthd[18739]: auth_zimbra: info auth failed: authentication failed for [info]"
"Sep 23, 2022 @ 09:38:42.549","Sep 23 09:38:42 mail saslauthd[18736]: auth_zimbra: info@uhtasi.org auth failed: authentication failed for [info@uhtasi.org]"
"Sep 23, 2022 @ 09:27:13.908","Sep 23 09:27:11 mail saslauthd[18739]: auth_zimbra: info auth failed: authentication failed for [info]"
"Sep 23, 2022 @ 09:26:46.881","Sep 23 09:26:46 mail saslauthd[18736]: auth_zimbra: info@uhtasi.org auth failed: authentication failed for [info@uhtasi.org]"
"Sep 23, 2022 @ 09:23:16.506","Sep 23 09:23:15 mail saslauthd[18736]: auth_zimbra: info auth failed: authentication failed for [info]"
"Sep 23, 2022 @ 09:23:02.481","Sep 23 09:23:02 mail saslauthd[18737]: auth_zimbra: info@uhtasi.org auth failed: authentication failed for [info@uhtasi.org]"
"Sep 23, 2022 @ 09:22:03.448","Sep 23 09:22:03 mail saslauthd[18738]: auth_zimbra: info auth failed: authentication failed for [info]"
"Sep 23, 2022 @ 09:21:52.444","Sep 23 09:21:47 mail saslauthd[18740]: auth_zimbra: info@uhtasi.org auth failed: authentication failed for [info@uhtasi.org]"
"Sep 23, 2022 @ 09:18:48.457","Sep 23 09:18:42 mail saslauthd[18736]: auth_zimbra: info auth failed: authentication failed for [info]"
"Sep 23, 2022 @ 09:18:17.449","Sep 23 09:18:16 mail saslauthd[18737]: auth_zimbra: info@uhtasi.org auth failed: authentication failed for [info@uhtasi.org]"
"Sep 23, 2022 @ 09:16:07.245","Sep 23 09:16:06 mail saslauthd[18740]: auth_zimbra: lance auth failed: authentication failed for [lance]"
"Sep 23, 2022 @ 09:15:26.839","Sep 23 09:15:26 mail saslauthd[18739]: auth_zimbra: lance@uhtasi.org auth failed: authentication failed for [lance@uhtasi.org]"
"Sep 23, 2022 @ 09:14:44.819","Sep 23 09:14:41 mail saslauthd[18737]: auth_zimbra: info auth failed: authentication failed for [info]"
"Sep 23, 2022 @ 09:14:18.803","Sep 23 09:14:17 mail saslauthd[18738]: auth_zimbra: info@uhtasi.org auth failed: authentication failed for [info@uhtasi.org]"
